"County,State",MedIncome,Population,Value
"Taos,New Mexico",38455,32937.0,349000.0
"Torrance,New Mexico",30245,16383.0,
"Union,New Mexico",32620,4549.0,
"Valencia,New Mexico",33424,76569.0,193900.0
"Albany,New York",61201,304204.0,249000.0
"Allegany,New York",34880,48946.0,94800.0
"Bronx,New York",37376,1385108.0,385000.0
"Broome,New York",44540,200600.0,129500.0
"Cattaraugus,New York",39995,80317.0,120500.0
"Cayuga,New York",42231,80026.0,159900.0
"Chautauqua,New York",40759,134905.0,135000.0
"Chemung,New York",44373,88830.0,118000.0
"Chenango,New York",41840,50477.0,129900.0
"Clinton,New York",44081,82128.0,165000.0
"Columbia,New York",55810,63096.0,357500.0
"Cortland,New York",40691,49336.0,129900.0
"Delaware,New York",39632,47980.0,165000.0
"Dutchess,New York",56365,297488.0,339000.0
"Erie,New York",51539,919040.0,179900.0
"Essex,New York",45996,39370.0,219950.0
"Franklin,New York",37644,51599.0,148450.0
"Fulton,New York",43112,55531.0,149900.0
"Genesee,New York",43582,60079.0,144900.0
"Greene,New York",47008,49221.0,248250.0
"Hamilton,New York",54086,4836.0,239000.0
"Herkimer,New York",41581,64519.0,129999.5
"Jefferson,New York",46924,116229.0,167000.0
"Kings,New York",52192,2504700.0,750000.0
"Lewis,New York",43971,27087.0,139949.5
"Livingston,New York",45908,65393.0,149900.0
"Madison,New York",44502,73442.0,170000.0
"Monroe,New York",52951,744344.0,159900.0
"Montgomery,New York",41628,50219.0,134950.0
"Nassau,New York",89839,1339532.0,629000.0
"New York,New York",193940,1585873.0,1495000.0
"Niagara,New York",45501,216469.0,139900.0
"Oneida,New York",44697,234878.0,139900.0
"Onondaga,New York",52886,467026.0,161900.0
"Ontario,New York",53498,107931.0,240000.0
"Orange,New York",51848,372813.0,312000.0
"Orleans,New York",38963,42883.0,119900.0
"Oswego,New York",40538,122109.0,122000.0
"Otsego,New York",43522,62259.0,179000.0
"Putnam,New York",65833,99710.0,390000.0
"Queens,New York",49777,2230722.0,589000.0
"Rensselaer,New York",49156,159429.0,214900.0
"Richmond,New York",56749,468730.0,579000.0
"Rockland,New York",60464,311687.0,489000.0
"St. Lawrence,New York",37940,111944.0,
"Saratoga,New York",67618,219607.0,329900.0
"Schenectady,New York",50533,154727.0,185000.0
"Schoharie,New York",40791,32749.0,156800.0
"Schuyler,New York",42063,18343.0,199900.0
"Seneca,New York",38593,35251.0,159900.0
"Steuben,New York",45194,98990.0,132450.0
"Suffolk,New York",68617,1493350.0,539990.0
"Sullivan,New York",46303,77547.0,199000.0
"Tioga,New York",45910,51125.0,144250.0
"Tompkins,New York",45282,101564.0,249000.0
"Ulster,New York",50462,182493.0,289000.0
"Warren,New York",52475,65707.0,269900.0
"Washington,New York",40043,63216.0,164950.0
"Wayne,New York",46048,93772.0,145450.0
"Westchester,New York",108976,949113.0,649949.5
"Wyoming,New York",39801,42155.0,124900.0
"Yates,New York",39402,25348.0,
"Alamance,North Carolina",39342,151131.0,215995.0
"Alexander,North Carolina",37438,37198.0,237500.0
"Alleghany,North Carolina",37549,11155.0,237000.0
"Anson,North Carolina",34616,26948.0,
"Ashe,North Carolina",36300,27281.0,274450.0
"Avery,North Carolina",36574,17797.0,314450.0
"Beaufort,North Carolina",41643,47759.0,247000.0
"Bertie,North Carolina",34766,21282.0,59000.0
"Bladen,North Carolina",34306,35190.0,199000.0
"Brunswick,North Carolina",42749,107431.0,299900.0
"Buncombe,North Carolina",48592,238318.0,379000.0
"Burke,North Carolina",35265,90912.0,199500.0
"Cabarrus,North Carolina",45220,178011.0,289990.0
"Caldwell,North Carolina",35374,83029.0,199999.0
"Camden,North Carolina",45335,9980.0,289000.0
"Carteret,North Carolina",49360,66469.0,319800.0
"Caswell,North Carolina",35591,23719.0,
"Catawba,North Carolina",45342,154358.0,239500.0
"Chatham,North Carolina",63041,63505.0,460000.0
"Cherokee,North Carolina",32266,27444.0,184900.0
"Chowan,North Carolina",40817,14793.0,228999.5
"Clay,North Carolina",34057,10587.0,265000.0
"Cleveland,North Carolina",37661,98078.0,119900.0
"Columbus,North Carolina",32397,58098.0,137000.0
"Craven,North Carolina",43665,103505.0,207900.0
"Cumberland,North Carolina",38780,319431.0,163000.0
"Currituck,North Carolina",45435,23547.0,379900.0
"Dare,North Carolina",56314,33920.0,445000.0
"Davidson,North Carolina",39087,162878.0,198000.0
"Davie,North Carolina",47630,41240.0,245000.0
"Duplin,North Carolina",33619,58505.0,
"Durham,North Carolina",50698,267587.0,290000.0
"Edgecombe,North Carolina",34946,56552.0,75000.0
"Forsyth,North Carolina",48804,350670.0,217500.0
"Franklin,North Carolina",36238,60619.0,260000.0
"Gaston,North Carolina",41379,206086.0,230000.0
"Gates,North Carolina",36060,12197.0,
"Graham,North Carolina",33075,8861.0,250000.0
"Granville,North Carolina",38652,59916.0,277740.0
"Greene,North Carolina",32569,21362.0,
"Guilford,North Carolina",45875,488406.0,209400.0
"Halifax,North Carolina",36013,54691.0,122500.0
"Harnett,North Carolina",34604,114678.0,223900.0
"Haywood,North Carolina",40290,59036.0,283500.0
"Henderson,North Carolina",43276,106740.0,350000.0
"Hertford,North Carolina",32702,24669.0,
"Hoke,North Carolina",31148,46952.0,208750.0
"Hyde,North Carolina",43490,5810.0,350000.0
"Iredell,North Carolina",50065,159437.0,303930.0
"Jackson,North Carolina",32844,40271.0,399000.0
"Johnston,North Carolina",39922,168878.0,259900.0
"Jones,North Carolina",38536,10153.0,
"Lee,North Carolina",40098,57866.0,192250.0
"Lenoir,North Carolina",40922,59495.0,110000.0
"Lincoln,North Carolina",45791,78265.0,325000.0
"McDowell,North Carolina",34077,44996.0,260000.0
"Macon,North Carolina",40057,33922.0,302500.0
"Madison,North Carolina",34036,20764.0,329000.0
"Martin,North Carolina",34647,24505.0,
"Mecklenburg,North Carolina",61137,919628.0,315000.0
"Mitchell,North Carolina",35932,15579.0,235000.0
"Montgomery,North Carolina",35611,27798.0,
"Moore,North Carolina",51307,88247.0,300000.0
"Nash,North Carolina",42016,95840.0,165000.0
"New Hanover,North Carolina",45290,202667.0,315000.0
"Northampton,North Carolina",34185,22099.0,
"Onslow,North Carolina",46142,177772.0,189900.0
"Orange,North Carolina",67385,133801.0,420000.0
"Pamlico,North Carolina",43532,13144.0,269250.0
"Pasquotank,North Carolina",39417,40661.0,199500.0
"Pender,North Carolina",35914,52217.0,317610.0
"Perquimans,North Carolina",40781,13453.0,265000.0
"Person,North Carolina",38202,39464.0,237300.0
"Pitt,North Carolina",41191,168148.0,189900.0
"Polk,North Carolina",45291,20510.0,350000.0
"Randolph,North Carolina",37017,141752.0,184900.0
"Richmond,North Carolina",35148,46639.0,119700.0
"Robeson,North Carolina",29438,134168.0,120000.0
"Rockingham,North Carolina",37137,93643.0,139900.0
"Rowan,North Carolina",38089,138428.0,196900.0
"Rutherford,North Carolina",32764,67810.0,253500.0
"Sampson,North Carolina",35900,63431.0,187450.0
"Scotland,North Carolina",33229,36157.0,127449.5
"Stanly,North Carolina",39047,60585.0,235450.0
"Stokes,North Carolina",36850,47401.0,189700.0
"Surry,North Carolina",38522,73673.0,155000.0
"Swain,North Carolina",38429,13981.0,239500.0
"Transylvania,North Carolina",42070,33090.0,389900.0
"Tyrrell,North Carolina",30000,4407.0,
"Union,North Carolina",51326,201292.0,335700.0
"Vance,North Carolina",35105,45422.0,161450.0
"Wake,North Carolina",59014,900993.0,350165.0
"Warren,North Carolina",30397,20972.0,224225.0
"Washington,North Carolina",36073,13228.0,87000.0
"Watauga,North Carolina",36684,51079.0,384900.0
"Wayne,North Carolina",38472,122623.0,161900.0
"Wilkes,North Carolina",36576,69340.0,197400.0
"Wilson,North Carolina",40501,81234.0,164900.0
"Yadkin,North Carolina",37027,38406.0,160000.0
"Yancey,North Carolina",36715,17818.0,295000.0
"Adams,North Dakota",59197,2343.0,
"Barnes,North Dakota",55784,11066.0,174900.0
"Benson,North Dakota",34482,6660.0,
"Billings,North Dakota",74682,783.0,
"Bottineau,North Dakota",58823,6429.0,177400.0
"Bowman,North Dakota",60829,3151.0,
"Burke,North Dakota",63721,1968.0,
"Burleigh,North Dakota",58173,81308.0,289000.0
"Cass,North Dakota",56070,149778.0,245000.0
"Cavalier,North Dakota",68040,3993.0,
"Dickey,North Dakota",52437,5289.0,
"Divide,North Dakota",48574,2071.0,
"Dunn,North Dakota",60338,3536.0,
"Eddy,North Dakota",54013,2385.0,
"Emmons,North Dakota",49489,3550.0,
"Foster,North Dakota",62928,3343.0,
"Golden Valley,North Dakota",43871,1680.0,
"Grand Forks,North Dakota",51494,66861.0,232000.0
"Grant,North Dakota",38371,2394.0,
"Griggs,North Dakota",55349,2420.0,
"Hettinger,North Dakota",51130,2477.0,
"Kidder,North Dakota",50285,2435.0,
"LaMoure,North Dakota",56134,4139.0,
"Logan,North Dakota",60543,1990.0,
"McHenry,North Dakota",52233,5395.0,
"McIntosh,North Dakota",59596,2809.0,
"McKenzie,North Dakota",62549,6360.0,314827.0
"McLean,North Dakota",54518,8962.0,199450.0
"Mercer,North Dakota",57839,8424.0,173450.0
"Morton,North Dakota",52153,27471.0,224900.0
"Mountrail,North Dakota",58955,7673.0,188500.0
"Nelson,North Dakota",60817,3126.0,
"Oliver,North Dakota",48290,1846.0,
"Pembina,North Dakota",50088,7413.0,
"Pierce,North Dakota",52070,4357.0,
"Ramsey,North Dakota",47425,11451.0,169950.0
"Ransom,North Dakota",55912,5457.0,
"Renville,North Dakota",60976,2470.0,
"Richland,North Dakota",53007,16321.0,
"Rolette,North Dakota",36647,13937.0,
"Sargent,North Dakota",65448,3829.0,
"Sheridan,North Dakota",35497,1321.0,
"Sioux,North Dakota",27662,4153.0,
"Slope,North Dakota",49476,727.0,
"Stark,North Dakota",61032,24199.0,249900.0
"Steele,North Dakota",63327,1975.0,
"Stutsman,North Dakota",54491,21100.0,179900.0
"Towner,North Dakota",53786,2246.0,
"Traill,North Dakota",51103,8121.0,
"Walsh,North Dakota",48945,11119.0,
"Ward,North Dakota",55214,61675.0,209000.0
"Wells,North Dakota",55328,4207.0,
"Williams,North Dakota",68874,22398.0,289900.0
"Adams,Ohio",34632,28550.0,107000.0
"Allen,Ohio",42816,106331.0,137750.0
"Ashland,Ohio",38441,53139.0,
"Ashtabula,Ohio",38461,101497.0,124950.0
"Athens,Ohio",33274,64757.0,159000.0
"Auglaize,Ohio",49578,45949.0,159000.0
"Belmont,Ohio",42429,70400.0,135000.0
"Brown,Ohio",37259,44846.0,150000.0
"Butler,Ohio",47408,368130.0,210000.0
"Carroll,Ohio",39698,28836.0,150000.0
"Champaign,Ohio",41055,40097.0,149900.0
"Clark,Ohio",40769,138333.0,124000.0
"Clermont,Ohio",53770,197363.0,229900.0
"Clinton,Ohio",45728,42040.0,154900.0
"Columbiana,Ohio",38013,107841.0,119900.0
"Coshocton,Ohio",34856,36901.0,125000.0
"Crawford,Ohio",38704,43784.0,82000.0
"Cuyahoga,Ohio",54739,1280122.0,150000.0
"Darke,Ohio",42793,52959.0,115900.0
"Defiance,Ohio",41540,39037.0,129900.0
"Delaware,Ohio",74093,174214.0,372990.0
"Erie,Ohio",62591,77079.0,186900.0
"Fairfield,Ohio",46113,146156.0,252990.0
"Fayette,Ohio",38449,29030.0,124900.0
"Franklin,Ohio",50443,1163414.0,225000.0
"Fulton,Ohio",45594,42698.0,144500.0
"Gallia,Ohio",39864,30934.0,129900.0
"Geauga,Ohio",69129,93389.0,300000.0
"Greene,Ohio",50291,161573.0,204900.0
"Guernsey,Ohio",39878,40087.0,127500.0
"Hamilton,Ohio",59561,802374.0,199999.0
"Hancock,Ohio",51623,74782.0,173000.0
"Hardin,Ohio",33482,32058.0,122400.0
"Harrison,Ohio",38573,15864.0,94000.0
"Henry,Ohio",45884,28215.0,129900.0
"Highland,Ohio",36326,43589.0,118900.0
"Hocking,Ohio",38047,29380.0,169450.0
"Holmes,Ohio",45211,42366.0,
"Huron,Ohio",40323,59626.0,124673.0
"Jackson,Ohio",35783,33225.0,124000.0
"Jefferson,Ohio",39311,69709.0,94900.0
"Knox,Ohio",42162,60921.0,167900.0
"Lake,Ohio",50729,230041.0,174900.0
"Lawrence,Ohio",38673,62450.0,139900.0
"Licking,Ohio",46059,166492.0,239900.0
"Logan,Ohio",42914,45858.0,156250.0
"Lorain,Ohio",46147,301356.0,182245.0
"Lucas,Ohio",46290,441815.0,132000.0
"Madison,Ohio",41751,43435.0,
"Mahoning,Ohio",43097,238823.0,125000.0
"Marion,Ohio",38252,66501.0,118950.0
"Medina,Ohio",55691,172332.0,249900.0
"Meigs,Ohio",34067,23770.0,
"Mercer,Ohio",51562,40814.0,149000.0
"Miami,Ohio",47552,102506.0,184900.0
"Monroe,Ohio",34665,14642.0,
"Montgomery,Ohio",46891,535153.0,129900.0
"Morgan,Ohio",33180,15054.0,
"Morrow,Ohio",38666,34827.0,
"Muskingum,Ohio",40614,86074.0,149900.0
"Noble,Ohio",27211,14645.0,
"Ottawa,Ohio",51637,41428.0,234000.0
"Paulding,Ohio",41032,19614.0,
"Perry,Ohio",37187,36058.0,
"Pickaway,Ohio",41131,55698.0,244000.0
"Pike,Ohio",37443,28709.0,159000.0
"Portage,Ohio",44055,161419.0,199900.0
"Preble,Ohio",40607,42270.0,134900.0
"Putnam,Ohio",50059,34499.0,144900.0
"Richland,Ohio",39234,124475.0,129500.0
"Ross,Ohio",36941,78064.0,154900.0
"Sandusky,Ohio",41624,60944.0,129900.0
"Scioto,Ohio",39080,79499.0,118500.0
"Seneca,Ohio",39681,56745.0,100000.0
"Shelby,Ohio",46188,49423.0,124900.0
"Stark,Ohio",45136,375586.0,159900.0
"Summit,Ohio",51036,541781.0,150000.0
"Trumbull,Ohio",41363,210312.0,109900.0
"Tuscarawas,Ohio",43358,92582.0,139900.0
"Union,Ohio",55470,52300.0,295495.0
"Van Wert,Ohio",42638,28744.0,112475.0
"Vinton,Ohio",33120,13435.0,
"Warren,Ohio",59799,212693.0,295540.0
"Washington,Ohio",43396,61778.0,175000.0
"Wayne,Ohio",44039,114520.0,164900.0
"Williams,Ohio",41712,37642.0,114900.0
"Wood,Ohio",47694,125488.0,209900.0
"Wyandot,Ohio",45588,22615.0,144000.0
"Adair,Oklahoma",28862,22683.0,
"Alfalfa,Oklahoma",40624,5642.0,
"Atoka,Oklahoma",32379,14182.0,189100.0
"Beaver,Oklahoma",49106,5636.0,
"Beckham,Oklahoma",37948,22119.0,144900.0
"Blaine,Oklahoma",41493,11943.0,
"Bryan,Oklahoma",34575,42416.0,185000.0
"Caddo,Oklahoma",35239,29600.0,
"Canadian,Oklahoma",44878,115541.0,214900.0
"Carter,Oklahoma",43079,47557.0,145000.0
"Cherokee,Oklahoma",32290,46987.0,161500.0
"Choctaw,Oklahoma",31885,15205.0,
"Cimarron,Oklahoma",60706,2475.0,
"Cleveland,Oklahoma",45094,255755.0,223250.0
"Coal,Oklahoma",33783,5925.0,
"Comanche,Oklahoma",41497,124098.0,124950.0
"Cotton,Oklahoma",41766,6193.0,
"Craig,Oklahoma",35718,15029.0,
"Creek,Oklahoma",40791,69967.0,160059.0
"Custer,Oklahoma",41652,27469.0,178750.0
"Delaware,Oklahoma",31188,41487.0,285000.0
"Dewey,Oklahoma",44529,4810.0,
"Ellis,Oklahoma",51570,4151.0,
"Garfield,Oklahoma",44465,60580.0,149250.0
"Garvin,Oklahoma",38135,27576.0,100000.0
"Grady,Oklahoma",39675,52431.0,179175.0
"Grant,Oklahoma",45182,4527.0,
"Greer,Oklahoma",26344,6239.0,
"Harmon,Oklahoma",35642,2922.0,
"Harper,Oklahoma",46436,3685.0,
"Haskell,Oklahoma",32365,12769.0,
"Hughes,Oklahoma",31833,14003.0,
"Jackson,Oklahoma",38527,26446.0,131000.0
"Jefferson,Oklahoma",32083,6472.0,
"Johnston,Oklahoma",36611,10957.0,
"Kay,Oklahoma",40881,46562.0,105950.0
"Kingfisher,Oklahoma",49257,15034.0,201250.0
"Kiowa,Oklahoma",32546,9446.0,
"Latimer,Oklahoma",32707,11154.0,122450.0
"Le Flore,Oklahoma",32677,50384.0,
"Lincoln,Oklahoma",35653,34273.0,134700.0
"Logan,Oklahoma",43169,41848.0,274970.0
"Love,Oklahoma",37547,9423.0,
"McClain,Oklahoma",45143,34506.0,216874.5
"McCurtain,Oklahoma",31648,33151.0,367000.0
"McIntosh,Oklahoma",33267,20252.0,146497.5
"Major,Oklahoma",43762,7527.0,
"Marshall,Oklahoma",32681,15840.0,220000.0
"Mayes,Oklahoma",35197,41259.0,195000.0
"Murray,Oklahoma",42289,13488.0,135000.0
"Muskogee,Oklahoma",36759,70990.0,129000.0
"Noble,Oklahoma",41401,11561.0,105000.0
"Nowata,Oklahoma",36165,10536.0,
"Okfuskee,Oklahoma",30092,12191.0,
"Oklahoma,Oklahoma",52168,718633.0,229999.0
"Okmulgee,Oklahoma",33971,40069.0,
"Osage,Oklahoma",34971,47472.0,179975.0
"Ottawa,Oklahoma",35746,31848.0,89900.0
"Pawnee,Oklahoma",35836,16577.0,114900.0
"Payne,Oklahoma",37159,77350.0,179700.0
"Pittsburg,Oklahoma",38551,45837.0,149500.0
"Pontotoc,Oklahoma",43148,37492.0,150000.0
"Pottawatomie,Oklahoma",37456,69442.0,168500.0
"Pushmataha,Oklahoma",31395,11572.0,125000.0
"Roger Mills,Oklahoma",48554,3647.0,
"Rogers,Oklahoma",45815,86905.0,207000.0
"Seminole,Oklahoma",34054,25482.0,79900.0
"Sequoyah,Oklahoma",33420,42391.0,149325.0
"Stephens,Oklahoma",41413,45048.0,110000.0
"Texas,Oklahoma",46597,20640.0,
"Tillman,Oklahoma",39961,7992.0,
"Tulsa,Oklahoma",62756,603403.0,213709.5
"Wagoner,Oklahoma",39550,73085.0,194246.0
"Washington,Oklahoma",64481,50976.0,129500.0
"Washita,Oklahoma",36490,11629.0,86750.0
"Woods,Oklahoma",42890,8878.0,96000.0
"Woodward,Oklahoma",43906,20081.0,150000.0
"Baker,Oregon",40699,16134.0,220000.0
"Benton,Oregon",47019,85579.0,399000.0
"Clackamas,Oregon",58608,375992.0,489900.0
"Clatsop,Oregon",45069,37039.0,395000.0
"Columbia,Oregon",44312,49351.0,359000.0
"Coos,Oregon",43620,63043.0,255000.0
"Crook,Oregon",40945,20978.0,360000.0
"Curry,Oregon",42657,22364.0,398500.0
"Deschutes,Oregon",55143,157733.0,459000.0
"Douglas,Oregon",40408,107667.0,259450.0
"Gilliam,Oregon",48448,1871.0,
"Grant,Oregon",41939,7445.0,235900.0
"Harney,Oregon",39122,7422.0,135000.0
"Hood River,Oregon",56624,22346.0,493500.0
"Jackson,Oregon",46603,203206.0,375000.0
"Jefferson,Oregon",32962,21720.0,310000.0
"Josephine,Oregon",40977,82713.0,335000.0
"Klamath,Oregon",39891,66380.0,256000.0
"Lake,Oregon",39797,7895.0,143000.0
"Lane,Oregon",45919,351715.0,326450.0
"Lincoln,Oregon",44119,46034.0,350000.0
"Linn,Oregon",42891,116672.0,283000.0
"Malheur,Oregon",30992,31313.0,
"Marion,Oregon",43042,315335.0,324900.0
"Morrow,Oregon",39095,11173.0,
"Multnomah,Oregon",57850,735334.0,434000.0
"Polk,Oregon",41379,75403.0,342000.0
"Sherman,Oregon",52296,1765.0,
"Tillamook,Oregon",44492,25250.0,375000.0
"Umatilla,Oregon",39684,75889.0,240000.0
"Union,Oregon",40547,25748.0,198500.0
"Wallowa,Oregon",45099,7008.0,
"Wasco,Oregon",43658,25213.0,300000.0
"Washington,Oregon",60971,529710.0,449900.0
"Wheeler,Oregon",37142,1441.0,
"Yamhill,Oregon",45478,99193.0,414900.0
"Adams,Pennsylvania",49173,101407.0,240000.0
"Allegheny,Pennsylvania",62958,1223348.0,195000.0
"Armstrong,Pennsylvania",45510,68941.0,100500.0
"Beaver,Pennsylvania",48763,170539.0,159000.0
"Bedford,Pennsylvania",42889,49762.0,155000.0
"Berks,Pennsylvania",49945,411442.0,184900.0
"Blair,Pennsylvania",46743,127089.0,124900.0
"Bradford,Pennsylvania",41331,62622.0,149000.0
"Bucks,Pennsylvania",73447,625249.0,389900.0
"Butler,Pennsylvania",58927,183862.0,275000.0
"Cambria,Pennsylvania",43420,143679.0,79200.0
"Cameron,Pennsylvania",48651,5085.0,
"Carbon,Pennsylvania",50322,65249.0,174000.0
"Centre,Pennsylvania",46193,153990.0,289000.0
"Chester,Pennsylvania",82846,498886.0,410450.0
"Clarion,Pennsylvania",41732,39988.0,109900.0
"Clearfield,Pennsylvania",44421,81642.0,119051.5
"Clinton,Pennsylvania",39716,39238.0,142000.0
"Columbia,Pennsylvania",42211,67295.0,159900.0
"Crawford,Pennsylvania",40969,88765.0,128000.0
"Cumberland,Pennsylvania",55141,235406.0,264900.0
"Dauphin,Pennsylvania",51100,268100.0,189000.0
"Delaware,Pennsylvania",66617,558979.0,249999.0
"Elk,Pennsylvania",48886,31946.0,97500.0
"Erie,Pennsylvania",44903,280566.0,139900.0
"Fayette,Pennsylvania",42649,136606.0,119900.0
"Forest,Pennsylvania",22787,7716.0,84900.0
"Franklin,Pennsylvania",46403,149618.0,199000.0
"Fulton,Pennsylvania",45522,14845.0,164700.0
"Greene,Pennsylvania",44751,38686.0,137900.0
"Huntingdon,Pennsylvania",38558,45913.0,159900.0
"Indiana,Pennsylvania",39923,88880.0,129000.0
"Jefferson,Pennsylvania",44136,45200.0,110000.0
"Juniata,Pennsylvania",45277,24636.0,139900.0
"Lackawanna,Pennsylvania",47730,214437.0,149900.0
"Lancaster,Pennsylvania",52664,519445.0,279900.0
"Lawrence,Pennsylvania",43929,91108.0,86900.0
"Lebanon,Pennsylvania",48352,133568.0,249950.0
"Lehigh,Pennsylvania",53614,349497.0,230000.0
"Luzerne,Pennsylvania",45219,320918.0,140000.0
"Lycoming,Pennsylvania",43823,116111.0,160950.0
"McKean,Pennsylvania",45261,43450.0,79950.0
"Mercer,Pennsylvania",43024,116638.0,129900.0
"Mifflin,Pennsylvania",39738,46682.0,112000.0
"Monroe,Pennsylvania",42722,169842.0,179000.0
"Montgomery,Pennsylvania",80606,799874.0,348700.0
"Montour,Pennsylvania",57426,18267.0,198500.0
"Northampton,Pennsylvania",54859,297735.0,239900.0
"Northumberland,Pennsylvania",41712,94528.0,102250.0
"Perry,Pennsylvania",44693,45969.0,
"Philadelphia,Pennsylvania",55747,1526006.0,235000.0
"Pike,Pennsylvania",47864,57369.0,179000.0
"Potter,Pennsylvania",42819,17457.0,125000.0
"Schuylkill,Pennsylvania",42862,148289.0,84500.0
"Snyder,Pennsylvania",42449,39702.0,189900.0
"Somerset,Pennsylvania",42179,77742.0,149900.0
"Sullivan,Pennsylvania",46097,6428.0,154000.0
"Susquehanna,Pennsylvania",45336,43356.0,179700.0
"Tioga,Pennsylvania",41039,41981.0,159900.0
"Union,Pennsylvania",41246,44947.0,239900.0
"Venango,Pennsylvania",42223,54984.0,92000.0
"Warren,Pennsylvania",42875,41815.0,89900.0
"Washington,Pennsylvania",59568,207820.0,205450.0
"Wayne,Pennsylvania",43996,52822.0,187250.0
"Westmoreland,Pennsylvania",52200,365169.0,154900.0
"Wyoming,Pennsylvania",45285,28276.0,178500.0
"York,Pennsylvania",50113,434972.0,235000.0
"Bristol,Rhode Island",78805,49875.0,439450.0
"Kent,Rhode Island",59665,166158.0,283200.0
"Newport,Rhode Island",68679,82888.0,535000.0
"Providence,Rhode Island",48137,626667.0,265000.0
"Washington,Rhode Island",64158,126979.0,455000.0
"Abbeville,South Carolina",34108,25417.0,209000.0
"Aiken,South Carolina",42511,160099.0,199900.0
"Allendale,South Carolina",33237,10419.0,
"Anderson,South Carolina",39710,187126.0,209900.0
"Bamberg,South Carolina",32858,15987.0,
"Barnwell,South Carolina",33363,22621.0,137450.0
"Beaufort,South Carolina",56711,162233.0,389600.0
"Berkeley,South Carolina",40415,177843.0,279900.0
"Calhoun,South Carolina",38451,15175.0,223450.0
"Charleston,South Carolina",61477,350209.0,425000.0
"Cherokee,South Carolina",33197,55342.0,159950.0
"Chester,South Carolina",34014,33140.0,
"Chesterfield,South Carolina",31012,46734.0,142450.0
"Clarendon,South Carolina",33197,34971.0,185900.0
"Colleton,South Carolina",35697,38892.0,244000.0
"Darlington,South Carolina",37475,68681.0,159900.0
"Dillon,South Carolina",27718,32062.0,
"Dorchester,South Carolina",38892,136555.0,261450.0
"Edgefield,South Carolina",36436,26985.0,
"Fairfield,South Carolina",36758,23956.0,229245.5
"Florence,South Carolina",41833,136885.0,200000.0
"Georgetown,South Carolina",47071,60158.0,339900.0
"Greenville,South Carolina",48644,451225.0,265000.0
"Greenwood,South Carolina",37424,69661.0,139000.0
"Hampton,South Carolina",32473,21090.0,124450.0
"Horry,South Carolina",37091,269291.0,222700.0
"Jasper,South Carolina",29242,24777.0,293235.0
"Kershaw,South Carolina",41227,61697.0,216000.0
"Lancaster,South Carolina",49127,76652.0,313999.0
"Laurens,South Carolina",34622,66537.0,173000.0
"Lee,South Carolina",32708,19220.0,
"Lexington,South Carolina",46513,262391.0,203900.0
"McCormick,South Carolina",38513,10233.0,264900.0
"Marion,South Carolina",31492,33062.0,87000.0
"Marlboro,South Carolina",31562,28933.0,
"Newberry,South Carolina",37793,37508.0,
"Oconee,South Carolina",43312,74273.0,255000.0
"Orangeburg,South Carolina",33818,92501.0,147500.0
"Pickens,South Carolina",38344,119224.0,229900.0
"Richland,South Carolina",45529,384504.0,209900.0
"Saluda,South Carolina",34455,19875.0,
"Spartanburg,South Carolina",43148,284307.0,204999.0
"Sumter,South Carolina",38603,107456.0,179000.0
"Union,South Carolina",32745,28961.0,
"Williamsburg,South Carolina",32726,34423.0,
"York,South Carolina",46667,226073.0,312945.0
"Aurora,South Dakota",45253,2710.0,
"Beadle,South Dakota",49246,17398.0,149900.0
"Bennett,South Dakota",29462,3431.0,
"Bon Homme,South Dakota",38851,7070.0,
"Brookings,South Dakota",46302,31965.0,174900.0
"Brown,South Dakota",52652,36531.0,157900.0
"Brule,South Dakota",46570,5255.0,
"Buffalo,South Dakota",23341,1912.0,
"Butte,South Dakota",38639,10110.0,
"Campbell,South Dakota",50232,1466.0,
"Charles Mix,South Dakota",44877,9129.0,
"Clark,South Dakota",48261,3691.0,
"Clay,South Dakota",39485,13864.0,
"Codington,South Dakota",49518,27227.0,199900.0
"Corson,South Dakota",29927,4050.0,
"Custer,South Dakota",48334,8216.0,299900.0
"Davison,South Dakota",50794,19504.0,
"Day,South Dakota",47352,5710.0,
"Deuel,South Dakota",51766,4364.0,
"Dewey,South Dakota",35720,5301.0,
"Douglas,South Dakota",57808,3002.0,
"Edmunds,South Dakota",52029,4071.0,
"Fall River,South Dakota",46885,7094.0,209000.0
"Faulk,South Dakota",42762,2364.0,
"Grant,South Dakota",57069,7356.0,
"Gregory,South Dakota",48209,4271.0,
"Haakon,South Dakota",49880,1937.0,
"Hamlin,South Dakota",44209,5903.0,
"Hand,South Dakota",55673,3431.0,
"Hanson,South Dakota",66614,3331.0,
"Harding,South Dakota",51036,1255.0,
"Hughes,South Dakota",52986,17022.0,229000.0
"Hutchinson,South Dakota",53179,7343.0,
"Hyde,South Dakota",52133,1420.0,
"Jackson,South Dakota",26835,3031.0,
"Jerauld,South Dakota",54425,2071.0,
"Jones,South Dakota",60001,1006.0,
"Kingsbury,South Dakota",50975,5148.0,
"Lake,South Dakota",52401,11200.0,
"Lawrence,South Dakota",50232,24097.0,359900.0
"Lincoln,South Dakota",67364,44828.0,279900.0
"Lyman,South Dakota",47431,3755.0,
"McCook,South Dakota",52453,5618.0,
"McPherson,South Dakota",38625,2459.0,
"Marshall,South Dakota",48721,4656.0,
"Meade,South Dakota",43015,25434.0,249900.0
"Mellette,South Dakota",28152,2048.0,
"Miner,South Dakota",52938,2389.0,
