"County,State",MedIncome,Population,Value
"Clark,Illinois",43012,16335.0,
"Clay,Illinois",40351,13815.0,89900.0
"Clinton,Illinois",48253,37762.0,148500.0
"Coles,Illinois",40995,53873.0,91500.0
"Cook,Illinois",62205,5194675.0,289999.0
"Crawford,Illinois",48332,19817.0,99900.0
"Cumberland,Illinois",43778,11048.0,
"DeKalb,Illinois",40929,105160.0,194950.0
"De Witt,Illinois",47205,16561.0,
"Douglas,Illinois",51537,19980.0,105000.0
"DuPage,Illinois",72889,916924.0,339999.5
"Edgar,Illinois",42184,18576.0,62000.0
"Edwards,Illinois",40331,6721.0,
"Effingham,Illinois",50599,34242.0,168450.0
"Fayette,Illinois",35456,22140.0,124200.0
"Ford,Illinois",52879,14081.0,83900.0
"Franklin,Illinois",37355,39561.0,66500.0
"Fulton,Illinois",38361,37069.0,74500.0
"Gallatin,Illinois",44602,5589.0,
"Greene,Illinois",36912,13886.0,72750.0
"Grundy,Illinois",51657,50063.0,240000.0
"Hamilton,Illinois",43349,8457.0,
"Hancock,Illinois",46081,19104.0,98500.0
"Hardin,Illinois",37155,4320.0,
"Henderson,Illinois",41951,7331.0,
"Henry,Illinois",45072,50486.0,126500.0
"Iroquois,Illinois",43258,29718.0,99925.0
"Jackson,Illinois",37284,60218.0,99400.0
"Jasper,Illinois",45961,9698.0,
"Jefferson,Illinois",39581,38827.0,115000.0
"Jersey,Illinois",41522,22985.0,145000.0
"Jo Daviess,Illinois",49061,22678.0,189900.0
"Johnson,Illinois",35956,12582.0,169900.0
"Kane,Illinois",51333,515269.0,279000.0
"Kankakee,Illinois",41290,113449.0,159900.0
"Kendall,Illinois",49033,114736.0,249999.0
"Knox,Illinois",39471,52919.0,89500.0
"Lake,Illinois",78559,703462.0,325000.0
"LaSalle,Illinois",44632,113924.0,
"Lawrence,Illinois",29911,16833.0,
"Lee,Illinois",41788,36031.0,129000.0
"Livingston,Illinois",44775,38950.0,95000.0
"Logan,Illinois",38339,30305.0,99900.0
"McDonough,Illinois",38692,32612.0,79000.0
"McHenry,Illinois",55720,308760.0,250000.0
"McLean,Illinois",49180,169572.0,157500.0
"Macon,Illinois",48214,110768.0,109500.0
"Macoupin,Illinois",41607,47765.0,95000.0
"Madison,Illinois",46890,269282.0,134000.0
"Marion,Illinois",43059,39437.0,114900.0
"Marshall,Illinois",46015,12640.0,119900.0
"Mason,Illinois",42510,14666.0,78500.0
"Massac,Illinois",38360,15429.0,84900.0
"Menard,Illinois",47233,12705.0,162000.0
"Mercer,Illinois",45046,16434.0,110000.0
"Monroe,Illinois",58686,32957.0,234950.0
"Montgomery,Illinois",37717,30104.0,83750.0
"Morgan,Illinois",41359,35547.0,129900.0
"Moultrie,Illinois",62718,14846.0,107500.0
"Ogle,Illinois",46755,53497.0,167000.0
"Peoria,Illinois",51135,186494.0,114900.0
"Perry,Illinois",38369,22350.0,106000.0
"Piatt,Illinois",54258,16729.0,137400.0
"Pike,Illinois",42768,16430.0,
"Pope,Illinois",30306,4470.0,
"Pulaski,Illinois",36146,6161.0,
"Putnam,Illinois",58869,6006.0,153500.0
"Randolph,Illinois",36905,33476.0,89900.0
"Richland,Illinois",42555,16233.0,99900.0
"Rock Island,Illinois",44802,147546.0,115000.0
"St. Clair,Illinois",45061,270056.0,
"Saline,Illinois",39687,24913.0,
"Sangamon,Illinois",48891,197465.0,141900.0
"Schuyler,Illinois",44200,7544.0,
"Scott,Illinois",42720,5355.0,
"Shelby,Illinois",41512,22363.0,124000.0
"Stark,Illinois",42877,5994.0,
"Stephenson,Illinois",42722,47711.0,106000.0
"Tazewell,Illinois",47862,135394.0,131950.0
"Union,Illinois",42760,17808.0,102500.0
"Vermilion,Illinois",39481,81625.0,82200.0
"Wabash,Illinois",43571,11947.0,113900.0
"Warren,Illinois",41274,17707.0,89700.0
"Washington,Illinois",51144,14716.0,129500.0
"Wayne,Illinois",41164,16760.0,100000.0
"White,Illinois",49605,14665.0,76450.0
"Whiteside,Illinois",44016,58498.0,89900.0
"Will,Illinois",52953,677560.0,259804.0
"Williamson,Illinois",44509,66357.0,129000.0
"Winnebago,Illinois",43742,295266.0,125000.0
"Woodford,Illinois",52928,38664.0,174900.0
"Adams,Indiana",39167,34387.0,135000.0
"Allen,Indiana",46288,355329.0,179037.5
"Bartholomew,Indiana",49922,76794.0,199900.0
"Benton,Indiana",42775,8854.0,
"Blackford,Indiana",37677,12766.0,79900.0
"Boone,Indiana",73531,56640.0,349900.0
"Brown,Indiana",46785,15242.0,309000.0
"Carroll,Indiana",44201,20155.0,164900.0
"Cass,Indiana",38788,38966.0,110000.0
"Clark,Indiana",43763,110232.0,219524.0
"Clay,Indiana",38615,26890.0,
"Clinton,Indiana",39172,33224.0,
"Crawford,Indiana",33483,10713.0,129800.0
"Daviess,Indiana",42064,31648.0,139900.0
"Dearborn,Indiana",47454,50047.0,200000.0
"Decatur,Indiana",42733,25740.0,154950.0
"DeKalb,Indiana",44069,42223.0,
"Delaware,Indiana",37201,117671.0,115000.0
"Dubois,Indiana",56488,41889.0,201564.5
"Elkhart,Indiana",46816,197559.0,174700.0
"Fayette,Indiana",40939,24277.0,79900.0
"Floyd,Indiana",55480,74578.0,225900.0
"Fountain,Indiana",41010,17240.0,
"Franklin,Indiana",46629,23087.0,177400.0
"Fulton,Indiana",41437,20836.0,122000.0
"Gibson,Indiana",45385,33503.0,134500.0
"Grant,Indiana",40444,70061.0,92900.0
"Greene,Indiana",39840,33165.0,
"Hamilton,Indiana",74717,274569.0,339472.5
"Hancock,Indiana",50422,70002.0,239000.0
"Harrison,Indiana",41862,39364.0,177900.0
"Hendricks,Indiana",49641,145448.0,250000.0
"Henry,Indiana",38336,49462.0,93000.0
"Howard,Indiana",41842,82752.0,129900.0
"Huntington,Indiana",42292,37124.0,
"Jackson,Indiana",42722,42376.0,159900.0
"Jasper,Indiana",43293,33478.0,200000.0
"Jay,Indiana",39321,21253.0,79900.0
"Jefferson,Indiana",41981,32428.0,152500.0
"Jennings,Indiana",38959,28525.0,142900.0
"Johnson,Indiana",48332,139654.0,249900.0
"Knox,Indiana",44626,38440.0,
"Kosciusko,Indiana",47799,77358.0,205500.0
"Lagrange,Indiana",42146,,180450.0
"Lake,Indiana",45172,496005.0,194900.0
"LaPorte,Indiana",42527,111467.0,
"Lawrence,Indiana",40614,46134.0,144950.0
"Madison,Indiana",38172,131636.0,124999.0
"Marion,Indiana",51940,903393.0,174999.5
"Marshall,Indiana",41329,47051.0,175000.0
"Martin,Indiana",39941,10334.0,153500.0
"Miami,Indiana",35039,36903.0,97200.0
"Monroe,Indiana",42212,137974.0,257200.0
"Montgomery,Indiana",40056,38124.0,129000.0
"Morgan,Indiana",44183,68894.0,209900.0
"Newton,Indiana",39818,14244.0,
"Noble,Indiana",39798,47536.0,156900.0
"Ohio,Indiana",40714,6128.0,163950.0
"Orange,Indiana",38124,19840.0,120000.0
"Owen,Indiana",40081,21575.0,179900.0
"Parke,Indiana",36345,17339.0,
"Perry,Indiana",37851,19338.0,135000.0
"Pike,Indiana",40714,12845.0,
"Porter,Indiana",53130,164343.0,250000.0
"Posey,Indiana",48180,25910.0,139950.0
"Pulaski,Indiana",43522,13402.0,
"Putnam,Indiana",37479,37963.0,159900.0
"Randolph,Indiana",38491,26171.0,
"Ripley,Indiana",41817,28818.0,154900.0
"Rush,Indiana",46945,17392.0,
"St. Joseph,Indiana",47673,266931.0,
"Scott,Indiana",37475,24181.0,142600.0
"Shelby,Indiana",43854,44436.0,159500.0
"Spencer,Indiana",43971,20952.0,166750.0
"Starke,Indiana",35347,23363.0,134900.0
"Steuben,Indiana",43231,34185.0,219950.0
"Sullivan,Indiana",35181,21475.0,80000.0
"Switzerland,Indiana",30827,10613.0,179900.0
"Tippecanoe,Indiana",39169,172780.0,199900.0
"Tipton,Indiana",46610,15936.0,
"Union,Indiana",38998,7516.0,
"Vanderburgh,Indiana",45893,179703.0,149900.0
"Vermillion,Indiana",39411,16212.0,
"Vigo,Indiana",38970,107848.0,129900.0
"Wabash,Indiana",43820,32888.0,
"Warren,Indiana",45419,8508.0,
"Warrick,Indiana",56476,59689.0,219900.0
"Washington,Indiana",38123,28262.0,149000.0
"Wayne,Indiana",41505,68917.0,89900.0
"Wells,Indiana",42730,27636.0,140950.0
"White,Indiana",43852,24643.0,169900.0
"Whitley,Indiana",44528,33292.0,159900.0
"Adair,Iowa",51989,7682.0,
"Adams,Iowa",66319,4029.0,
"Allamakee,Iowa",45745,14330.0,140000.0
"Appanoose,Iowa",38478,12887.0,90000.0
"Audubon,Iowa",48279,6119.0,89500.0
"Benton,Iowa",53994,26076.0,159975.0
"Black Hawk,Iowa",44764,131090.0,154900.0
"Boone,Iowa",49606,26306.0,149900.0
"Bremer,Iowa",49405,24276.0,167500.0
"Buchanan,Iowa",46491,20958.0,137250.0
"Buena Vista,Iowa",50000,20260.0,132000.0
"Butler,Iowa",49863,14867.0,122900.0
"Calhoun,Iowa",51217,9670.0,75000.0
"Carroll,Iowa",54456,20816.0,148500.0
"Cass,Iowa",48327,13956.0,95000.0
"Cedar,Iowa",53356,18499.0,176900.0
"Cerro Gordo,Iowa",53342,44151.0,159000.0
"Cherokee,Iowa",62827,12072.0,91200.0
"Chickasaw,Iowa",58354,12439.0,124900.0
"Clarke,Iowa",43888,9286.0,129950.0
"Clay,Iowa",51876,16667.0,134900.0
"Clayton,Iowa",50371,18129.0,
"Clinton,Iowa",44244,49116.0,86000.0
"Crawford,Iowa",41765,17096.0,114900.0
"Dallas,Iowa",66128,66135.0,285000.0
"Davis,Iowa",36921,8753.0,159900.0
"Decatur,Iowa",35908,8457.0,89500.0
"Delaware,Iowa",51998,17764.0,185000.0
"Des Moines,Iowa",50515,40325.0,129900.0
"Dickinson,Iowa",58592,16667.0,295000.0
"Dubuque,Iowa",49085,93653.0,209450.0
"Emmet,Iowa",43501,10302.0,
"Fayette,Iowa",44263,20880.0,89900.0
"Floyd,Iowa",46560,16303.0,99500.0
"Franklin,Iowa",51971,10680.0,118450.0
"Fremont,Iowa",45399,7441.0,87700.0
"Greene,Iowa",48356,9336.0,89250.0
"Grundy,Iowa",53270,12453.0,
"Guthrie,Iowa",52694,10954.0,
"Hamilton,Iowa",53071,15673.0,134900.0
"Hancock,Iowa",54791,11341.0,114900.0
"Hardin,Iowa",52677,17534.0,85900.0
"Harrison,Iowa",44895,14928.0,
"Henry,Iowa",43223,20145.0,149500.0
"Howard,Iowa",48232,9566.0,
"Humboldt,Iowa",50201,9815.0,
"Ida,Iowa",52758,7089.0,
"Iowa,Iowa",55204,16355.0,130950.0
"Jackson,Iowa",45167,19848.0,204900.0
"Jasper,Iowa",43551,36842.0,134450.0
"Jefferson,Iowa",42320,16843.0,145000.0
"Johnson,Iowa",52672,130882.0,275000.0
"Jones,Iowa",43652,20638.0,154000.0
"Keokuk,Iowa",44509,10511.0,
"Kossuth,Iowa",52992,15543.0,107499.0
"Lee,Iowa",42174,35862.0,104500.0
"Linn,Iowa",52743,211226.0,195000.0
"Louisa,Iowa",41038,11387.0,126500.0
"Lucas,Iowa",42126,8898.0,99500.0
"Lyon,Iowa",60892,11581.0,
"Madison,Iowa",49505,15679.0,200000.0
"Mahaska,Iowa",43914,22381.0,124950.0
"Marion,Iowa",48956,33309.0,189450.0
"Marshall,Iowa",43652,40648.0,122900.0
"Mills,Iowa",56647,15059.0,217000.0
"Mitchell,Iowa",63318,10776.0,109000.0
"Monona,Iowa",48118,9243.0,
"Monroe,Iowa",43833,7970.0,
"Montgomery,Iowa",42280,10740.0,89900.0
"Muscatine,Iowa",47553,42745.0,134900.0
"O'Brien,Iowa",59835,14398.0,
"Osceola,Iowa",57164,6462.0,
"Page,Iowa",41629,15932.0,79900.0
"Palo Alto,Iowa",53056,9421.0,
"Plymouth,Iowa",57589,24986.0,199900.0
"Pocahontas,Iowa",52699,7310.0,
"Polk,Iowa",53215,430640.0,216700.0
"Pottawattamie,Iowa",45604,93158.0,159000.0
"Poweshiek,Iowa",46950,18914.0,169000.0
"Ringgold,Iowa",45714,5131.0,
"Sac,Iowa",56931,10350.0,
"Scott,Iowa",54323,165224.0,229900.0
"Shelby,Iowa",50834,12167.0,129000.0
"Sioux,Iowa",56029,33704.0,180950.0
"Story,Iowa",41885,89542.0,235650.0
"Tama,Iowa",46483,17767.0,116000.0
"Taylor,Iowa",41585,6317.0,
"Union,Iowa",40494,12534.0,84000.0
"Van Buren,Iowa",41378,7570.0,109000.0
"Wapello,Iowa",39002,35625.0,90000.0
"Warren,Iowa",50698,46225.0,249900.0
"Washington,Iowa",57438,21704.0,162400.0
"Wayne,Iowa",43981,6403.0,
"Webster,Iowa",45496,38013.0,116400.0
"Winnebago,Iowa",44528,10866.0,110000.0
"Winneshiek,Iowa",50175,21056.0,179900.0
"Woodbury,Iowa",43988,102172.0,151000.0
"Worth,Iowa",42321,7598.0,
"Wright,Iowa",56451,13229.0,114250.0
"Allen,Kansas",40218,13371.0,88500.0
"Anderson,Kansas",38539,8102.0,
"Atchison,Kansas",37436,16924.0,94861.0
"Barber,Kansas",42497,4861.0,
"Barton,Kansas",48036,27674.0,114900.0
"Bourbon,Kansas",42697,15173.0,85000.0
"Brown,Kansas",43023,9984.0,75000.0
"Butler,Kansas",46157,65880.0,189900.0
"Chase,Kansas",46385,2790.0,
"Chautauqua,Kansas",40661,3669.0,
"Cherokee,Kansas",39645,21603.0,81121.5
"Cheyenne,Kansas",47268,2726.0,
"Clark,Kansas",62654,2215.0,
"Clay,Kansas",42069,8535.0,129900.0
"Cloud,Kansas",38144,9533.0,79450.0
"Coffey,Kansas",54074,8601.0,120000.0
"Comanche,Kansas",45954,1891.0,
"Cowley,Kansas",38707,36311.0,89000.0
"Crawford,Kansas",37921,39134.0,85450.0
"Decatur,Kansas",46614,2961.0,
"Dickinson,Kansas",40582,19754.0,120000.0
"Doniphan,Kansas",37405,7945.0,
"Douglas,Kansas",43642,110826.0,249450.0
"Edwards,Kansas",52165,3037.0,
"Elk,Kansas",40899,2882.0,
"Ellis,Kansas",46465,28452.0,150500.0
"Ellsworth,Kansas",43316,6497.0,99999.0
"Finney,Kansas",43172,36776.0,211000.0
"Ford,Kansas",38962,33848.0,147450.0
"Franklin,Kansas",42383,25992.0,167000.0
"Geary,Kansas",48907,34362.0,128200.0
"Gove,Kansas",58539,2695.0,
"Graham,Kansas",49624,2597.0,
"Grant,Kansas",46591,7829.0,162200.5
"Gray,Kansas",66429,6006.0,
"Greeley,Kansas",59191,1247.0,
"Greenwood,Kansas",42708,6689.0,80400.0
"Hamilton,Kansas",63834,2690.0,
"Harper,Kansas",47024,6034.0,
"Harvey,Kansas",42057,34684.0,139000.0
"Haskell,Kansas",52783,4256.0,
"Hodgeman,Kansas",49176,1916.0,
"Jackson,Kansas",41686,13462.0,
"Jefferson,Kansas",44480,19126.0,154000.0
"Jewell,Kansas",48428,3077.0,
"Johnson,Kansas",74010,544179.0,370000.0
"Kearny,Kansas",56466,3977.0,
"Kingman,Kansas",42572,7858.0,68000.0
"Kiowa,Kansas",44262,2553.0,
"Labette,Kansas",42127,21607.0,69491.0
"Lane,Kansas",93628,1750.0,
"Leavenworth,Kansas",42851,76227.0,249900.0
"Lincoln,Kansas",41574,3241.0,
"Linn,Kansas",37267,9656.0,109000.0
"Logan,Kansas",47852,2756.0,
"Lyon,Kansas",38297,33690.0,133699.0
"McPherson,Kansas",51016,29180.0,164950.0
"Marion,Kansas",41410,12660.0,94500.0
"Marshall,Kansas",45766,10117.0,72250.0
"Meade,Kansas",64262,4575.0,
"Miami,Kansas",48748,32787.0,229500.0
"Mitchell,Kansas",54694,6373.0,
"Montgomery,Kansas",37576,35471.0,75000.0
"Morris,Kansas",42424,5923.0,139900.0
"Morton,Kansas",43644,3233.0,
"Nemaha,Kansas",54111,10178.0,
"Neosho,Kansas",39485,16512.0,89000.0
"Ness,Kansas",57310,3107.0,
"Norton,Kansas",42080,5671.0,
"Osage,Kansas",40102,16295.0,135000.0
"Osborne,Kansas",46018,3858.0,
"Ottawa,Kansas",41201,6091.0,
"Pawnee,Kansas",39223,6973.0,69950.0
"Phillips,Kansas",51320,5642.0,91950.0
"Pottawatomie,Kansas",52564,21604.0,235000.0
"Pratt,Kansas",47327,9656.0,89250.0
"Rawlins,Kansas",55821,2519.0,
"Reno,Kansas",41111,64511.0,109900.0
"Republic,Kansas",44273,4980.0,
"Rice,Kansas",42788,10083.0,
"Riley,Kansas",42566,71115.0,187000.0
"Rooks,Kansas",42363,5181.0,
"Rush,Kansas",44302,3307.0,
"Russell,Kansas",44443,6970.0,92000.0
"Saline,Kansas",49983,55606.0,154900.0
"Scott,Kansas",69254,4936.0,
"Sedgwick,Kansas",53776,498365.0,189900.0
"Seward,Kansas",38621,22952.0,142749.5
"Shawnee,Kansas",46861,177934.0,129900.0
"Sheridan,Kansas",50706,2556.0,
"Sherman,Kansas",45156,6010.0,
"Smith,Kansas",45484,3853.0,
"Stafford,Kansas",44534,4437.0,
"Stanton,Kansas",63897,2235.0,
"Stevens,Kansas",38970,5724.0,122500.0
"Sumner,Kansas",40027,24132.0,99900.0
"Thomas,Kansas",45671,7900.0,
"Trego,Kansas",50889,3001.0,
"Wabaunsee,Kansas",50534,7053.0,
"Wallace,Kansas",56954,1485.0,
"Washington,Kansas",45181,5799.0,
"Wichita,Kansas",70142,2234.0,
"Wilson,Kansas",43433,9409.0,
"Woodson,Kansas",35561,3309.0,
"Wyandotte,Kansas",33315,157505.0,137900.0
"Adair,Kentucky",31288,18656.0,149900.0
"Allen,Kentucky",32643,19956.0,179250.0
"Anderson,Kentucky",39321,21421.0,164900.0
"Ballard,Kentucky",37939,8249.0,76000.0
"Barren,Kentucky",36633,42173.0,162000.0
"Bath,Kentucky",30496,11591.0,
"Bell,Kentucky",29612,28691.0,
"Boone,Kentucky",48004,118811.0,257990.0
"Bourbon,Kentucky",44388,19985.0,
"Boyd,Kentucky",39746,49542.0,125000.0
"Boyle,Kentucky",37780,28432.0,179450.0
"Bracken,Kentucky",36758,8488.0,
"Breathitt,Kentucky",33753,13878.0,
"Breckinridge,Kentucky",34461,20059.0,165000.0
"Bullitt,Kentucky",40935,74319.0,231490.0
"Butler,Kentucky",34420,12690.0,
"Caldwell,Kentucky",35066,12984.0,
"Calloway,Kentucky",35722,37191.0,189900.0
"Campbell,Kentucky",49015,90336.0,219500.0
"Carlisle,Kentucky",43860,5104.0,
"Carroll,Kentucky",36349,10811.0,129700.0
"Carter,Kentucky",30847,27720.0,140000.0
"Casey,Kentucky",31205,15955.0,135000.0
"Christian,Kentucky",37742,73955.0,139900.0
"Clark,Kentucky",39848,35613.0,175000.0
"Clay,Kentucky",30566,21730.0,117250.0
"Clinton,Kentucky",31308,10272.0,
"Crittenden,Kentucky",35325,9315.0,
"Cumberland,Kentucky",35549,6856.0,134500.0
"Daviess,Kentucky",41754,96656.0,204900.0
"Edmonson,Kentucky",32253,12161.0,191450.0
"Elliott,Kentucky",22481,7852.0,
"Estill,Kentucky",31555,14672.0,139950.0
"Fayette,Kentucky",50180,295803.0,249950.0
"Fleming,Kentucky",33537,14348.0,130000.0
"Floyd,Kentucky",36976,39451.0,
"Franklin,Kentucky",41760,49285.0,171500.0
"Fulton,Kentucky",33715,6813.0,
"Gallatin,Kentucky",32065,8589.0,
"Garrard,Kentucky",34363,16912.0,172900.0
"Grant,Kentucky",36093,24662.0,189900.0
"Graves,Kentucky",38130,37121.0,132700.0
"Grayson,Kentucky",33580,25746.0,149500.0
"Green,Kentucky",34570,11258.0,
"Greenup,Kentucky",40933,36910.0,139250.0
"Hancock,Kentucky",36929,8565.0,
"Hardin,Kentucky",43424,105543.0,208900.0
"Harlan,Kentucky",30877,29278.0,
"Harrison,Kentucky",34889,18846.0,169900.0
"Hart,Kentucky",32133,18199.0,147500.0
"Henderson,Kentucky",39891,46250.0,170900.0
"Henry,Kentucky",37981,15416.0,
"Hickman,Kentucky",44912,4902.0,
"Hopkins,Kentucky",39236,46920.0,134244.0
"Jackson,Kentucky",28352,13494.0,109900.0
"Jefferson,Kentucky",51937,741096.0,215000.0
"Jessamine,Kentucky",43470,48586.0,254070.0
"Johnson,Kentucky",32986,23356.0,124900.0
"Kenton,Kentucky",57982,159720.0,203594.5
"Knott,Kentucky",30118,16346.0,
"Knox,Kentucky",29431,31883.0,139000.0
"Larue,Kentucky",36525,14193.0,144900.0
"Laurel,Kentucky",33921,58849.0,168000.0
"Lawrence,Kentucky",31654,15860.0,
"Lee,Kentucky",30157,7887.0,
"Leslie,Kentucky",32724,11310.0,
"Letcher,Kentucky",30852,24519.0,107000.0
"Lewis,Kentucky",31156,13870.0,97200.0
"Lincoln,Kentucky",31399,24742.0,139900.0
"Livingston,Kentucky",37792,9519.0,139900.0
"Logan,Kentucky",36005,26835.0,156250.0
"Lyon,Kentucky",36652,8314.0,249900.0
"McCracken,Kentucky",48383,65565.0,164000.0
"McCreary,Kentucky",25835,18306.0,93950.0
"McLean,Kentucky",41603,9531.0,
"Madison,Kentucky",35397,82916.0,179900.0
"Magoffin,Kentucky",30537,13333.0,
"Marion,Kentucky",36083,19820.0,149900.0
"Marshall,Kentucky",41625,31448.0,169000.0
"Martin,Kentucky",29840,12929.0,
"Mason,Kentucky",40541,17490.0,124900.0
"Meade,Kentucky",40026,28602.0,199700.0
"Menifee,Kentucky",30305,6306.0,89500.0
"Mercer,Kentucky",37146,21331.0,164950.0
"Metcalfe,Kentucky",31512,10099.0,124000.0
"Monroe,Kentucky",36385,10963.0,
"Montgomery,Kentucky",34751,26499.0,155000.0
"Morgan,Kentucky",26831,13923.0,117000.0
"Muhlenberg,Kentucky",33892,31499.0,128900.0
"Nelson,Kentucky",42442,43437.0,194995.0
"Nicholas,Kentucky",33999,7135.0,110000.0
"Ohio,Kentucky",33262,23842.0,119950.0
"Oldham,Kentucky",63039,60316.0,369900.0
"Owen,Kentucky",33940,10841.0,
"Owsley,Kentucky",31486,4755.0,
"Pendleton,Kentucky",43757,14877.0,154500.0
"Perry,Kentucky",38523,28712.0,
"Pike,Kentucky",36319,65024.0,159000.0
"Powell,Kentucky",31498,12613.0,149450.0
"Pulaski,Kentucky",37024,63063.0,172700.0
"Robertson,Kentucky",32815,2282.0,
"Rockcastle,Kentucky",31176,17056.0,
"Rowan,Kentucky",30777,23333.0,169000.0
"Russell,Kentucky",34343,17565.0,149450.0
"Scott,Kentucky",43409,47173.0,235000.0
"Shelby,Kentucky",45392,42074.0,242990.0
"Simpson,Kentucky",38189,17327.0,184900.0
"Spencer,Kentucky",43960,17061.0,273500.0
"Taylor,Kentucky",35020,24512.0,144900.0
"Todd,Kentucky",38508,12460.0,
"Trigg,Kentucky",36495,14339.0,179900.0
"Trimble,Kentucky",36565,8809.0,
"Union,Kentucky",33736,15007.0,
"Warren,Kentucky",38045,113792.0,239999.0
"Washington,Kentucky",37824,11717.0,184700.0
"Wayne,Kentucky",28484,20813.0,174900.0
"Webster,Kentucky",39188,13621.0,
"Whitley,Kentucky",33447,35637.0,138000.0
"Wolfe,Kentucky",31083,7355.0,
"Woodford,Kentucky",51753,24939.0,265000.0
"Acadia,Louisiana",37304,,145000.0
"Allen,Louisiana",33381,,
"Ascension,Louisiana",49829,,267000.0
"Assumption,Louisiana",46788,,183500.0
"Avoyelles,Louisiana",37911,,110000.0
"Beauregard,Louisiana",42782,,169900.0
"Bienville,Louisiana",38493,,
"Bossier,Louisiana",44149,,224900.0
"Caddo,Louisiana",48413,,164900.0
"Calcasieu,Louisiana",48968,,217900.0
"Caldwell,Louisiana",33950,,
"Cameron,Louisiana",50280,,289500.0
"Catahoula,Louisiana",33655,,
"Claiborne,Louisiana",35240,,
"Concordia,Louisiana",32942,,180000.0
"De Soto,Louisiana",40584,,289500.0
"East Baton Rouge,Louisiana",51386,,230000.0
"East Carroll,Louisiana",36010,,
"East Feliciana,Louisiana",42771,,
"Evangeline,Louisiana",33671,,99000.0
"Franklin,Louisiana",31928,,
"Grant,Louisiana",31828,,159900.0
"Iberia,Louisiana",39270,,145000.0
"Iberville,Louisiana",41423,,195500.0
"Jackson,Louisiana",34116,,
"Jefferson,Louisiana",51005,,234616.5
"Jefferson Davis,Louisiana",42334,,164450.0
"Lafayette,Louisiana",50273,,214500.0
"Lafourche,Louisiana",47096,,191000.0
"LaSalle,Louisiana",32413,,
"Lincoln,Louisiana",40410,,232800.0
"Livingston,Louisiana",40658,,209000.0
"Madison,Louisiana",32437,,
"Morehouse,Louisiana",38495,,118500.0
"Natchitoches,Louisiana",39860,,218000.0
"Orleans,Louisiana",52004,,319000.0
"Ouachita,Louisiana",41053,,213900.0
"Plaquemines,Louisiana",49376,,310000.0
"Pointe Coupee,Louisiana",44366,,266895.0
"Rapides,Louisiana",46090,,189900.0
"Red River,Louisiana",42201,,
"Richland,Louisiana",37330,,160450.0
"Sabine,Louisiana",34558,,225000.0
"St. Bernard,Louisiana",32130,,
"St. Charles,Louisiana",49353,,
"St. Helena,Louisiana",41592,,
"St. James,Louisiana",48484,,
"St. John the Baptist,Louisiana",40573,,
"St. Landry,Louisiana",41191,,
"St. Martin,Louisiana",37645,,
"St. Mary,Louisiana",39280,,
"St. Tammany,Louisiana",62366,,
"Tangipahoa,Louisiana",38974,,189900.0
"Tensas,Louisiana",36630,,
"Terrebonne,Louisiana",41504,,180000.0
"Union,Louisiana",38794,,
"Vermilion,Louisiana",39042,,171000.0
"Vernon,Louisiana",40729,,159000.0
"Washington,Louisiana",33480,,160000.0
"Webster,Louisiana",40175,,122450.0
"West Baton Rouge,Louisiana",46976,,227950.0
"West Carroll,Louisiana",36633,,
"West Feliciana,Louisiana",38655,,
"Winn,Louisiana",36698,,
"Androscoggin,Maine",41528,107702.0,189900.0
"Aroostook,Maine",41241,71870.0,110000.0
"Cumberland,Maine",62523,281674.0,359900.0
"Franklin,Maine",38544,30768.0,219950.0
"Hancock,Maine",51259,54418.0,339000.0
"Kennebec,Maine",44940,122151.0,199900.0
"Knox,Maine",52358,39736.0,299000.0
"Lincoln,Maine",50922,34457.0,325000.0
"Oxford,Maine",37999,57833.0,199000.0
"Penobscot,Maine",42053,153923.0,169250.0
"Piscataquis,Maine",38427,17535.0,145000.0
"Sagadahoc,Maine",51325,35293.0,289900.0
"Somerset,Maine",38142,52228.0,139900.0
"Waldo,Maine",40912,38786.0,249900.0
"Washington,Maine",40378,32856.0,159900.0
"York,Maine",52068,197131.0,339900.0
"Allegany,Maryland",40517,75087.0,104900.0
"Anne Arundel,Maryland",67363,537656.0,399215.0
"Baltimore,Maryland",61556,805029.0,269900.0
"Calvert,Maryland",62591,88737.0,369897.5
"Caroline,Maryland",45906,33066.0,219900.0
"Carroll,Maryland",63039,167134.0,384900.0
"Cecil,Maryland",47695,101108.0,289000.0
"Charles,Maryland",57051,146551.0,333000.0
"Dorchester,Maryland",46562,32618.0,224900.0
"Frederick,Maryland",61869,233385.0,370000.0
"Garrett,Maryland",45595,30097.0,326950.0
"Harford,Maryland",58841,244826.0,318000.0
"Howard,Maryland",78416,287085.0,524900.0
"Kent,Maryland",61497,20197.0,275000.0
"Montgomery,Maryland",89690,971777.0,514900.0
"Prince George's,Maryland",49420,863420.0,
"Queen Anne's,Maryland",64810,47798.0,
"St. Mary's,Maryland",56820,105151.0,
"Somerset,Maryland",31562,26470.0,159900.0
"Talbot,Maryland",73232,37782.0,467000.0
"Washington,Maryland",47092,147430.0,225000.0
"Wicomico,Maryland",42054,98733.0,204400.0
"Worcester,Maryland",60007,51454.0,319000.0
"Baltimore City,Maryland",51357,,160000.0
"Barnstable,Massachusetts",74756,215888.0,519000.0
"Berkshire,Massachusetts",56503,131219.0,317500.0
"Bristol,Massachusetts",54089,548285.0,349900.0
